"platform","review_id","author","country","title","body","rating","date_posted","experience","verified","language","reply","url","platform_category","ai_signals","ai_related"
"turo","6a0c90924b143a94f4f1542d","Shamille Lockwood","US","The company needs a feature where you…","The company needs a feature where you can record. I’m currently being accused of a false claim by Vince. I rented his fully loaded all power BMW SUV and soon after I picked it up he sends a message about a seat he had to get fixed prior that cost $2000. This is Vince exact text , “We had a guest break a seat while being impatient, and it cost them $2000 to have it repaired.” I knew no one was getting in the backseat while it was in my possession and I knew everything was power! 4 hours after I return he claims a back seat is broken. Vince exact text, “ Hello, one of the middle seats is stuck as it was moved without using the mechanical buttons. We have tried to recalibrate it yet. It is gonna have to be handled by a professional.
I wanted to let you know as we will have to get an estimate for the repair.” I don’t know what seat was broken prior, if it was ever fixed, or if it’s a different back seat.  While the vehicle was in my possession, no one got in the backseat. Only the front driver seat in front passenger seat was sat in. This is the message he sent 4 First and last time I’ll be using Turo. 
Vince exact text
“There was no broken seat when you picked up the car.  We sent you message telling you to use the mechanical buttons as someone previously broke a seat by not using the buttons to move the chair.  That had been repaired long aho.“

I know everything in Vince fully load SUV BMW was power. I have common sense! I didnt get in the backseat and I wouldn’t forcefully try to pull a seat down. Then Vince sent different angle pics that included others scratches/wear and tear to the interior that I never scene because I didn’t get in the backseat. ",1,"2026-05-19","2026-05-15","false","en",NA,"https://www.trustpilot.com/reviews/6a0c90924b143a94f4f1542d","rental","no_human",TRUE
"turo","6a0baa4357dd3a870b34d9ac","Name C T Adderson","US","LOUSEY communication  and interact with A I   REALLY","trying to contact a live person  I get sent to AI   that states they are not responsible for comments yet TURO contracts to A I   You try to supply me a link on email could not open   WHY     care turned early I state same get emails car is late   WHY
The car and the owner were 5 STAR     they even had trouble communicating with TURO   WHY
 is A I more important to you when the customer needs assistance     GOT IT   
one on one person to person cuts into profit margin ",1,"2026-05-19","2026-05-14","false","en",NA,"https://www.trustpilot.com/reviews/6a0baa4357dd3a870b34d9ac","rental","ai",TRUE
"fatllama","67d1330410cd7e295523f59d","Pieter","GB","Fantastic Customer Service","Yesterday Fatllama (and more specifically Isabella) gave me the best customer service I’ve ever experienced. 

First of all, it was fast and easy to speak to a real life person and no AI bot. With some other companies (or governments) this takes ages or they make you go in circles. 

Then, Isabella acted fast and with a level of empathy and understanding I haven’t encountered before contacting a customer service. 

As a first time lender I made the mistake to refund somebody directly to their bank account. Something went wrong with the kit they hired from me and I wanted to act fast and courteous. As I refunded the whole amount (including booking fee) the payout from Fatllama to me (the total amount minus booking fee) was less then what I refunded. 
I only realised this two days after the renting period was finished and the kit was returned to me.

I explained this all to Isabella and she reassured me they could still do the full refund for the listing from Fatllama, if I was okay to ask (and trusted) the borrower to transfer back the money I send them. 

So, I received great help while it was clearly me who had made the mistake.

Hats off!",5,"2025-03-12","2025-03-11","false","en","Thank you so much for your kind words and for taking the time to share your experience with us. We’re delighted to hear that Isabella provided such exceptional support and that you felt valued and understood throughout the process.

Providing fast, efficient, and empathetic customer service is something we take great pride in, so it’s truly rewarding to know that Isabella made such a positive impression. Mistakes can happen, and we’re always happy to help find the best possible solution.

We sincerely appreciate your trust in us and look forward to assisting you again in the future.

Best regards,
The Fat Llama-team","https://www.trustpilot.com/reviews/67d1330410cd7e295523f59d","rental","ai;bot;no_human",TRUE
"fatllama","67be1b8b154d2c17afac1e9d","Shivam","GB","Fat llama ALLOWS MINORS to RENT YOUR HIGH VALUE ITEMSBEWARE","A kid got verified by fat llama to rent my high value guitar. He made absurd requests and I got a gut feeling so I cancelled it, he then mentioned he is only 17 years old. Isn't it strange that FL is verifying under age members that have no rental history to rent out high value stuff. I contacted FL chat with my booking number but no one responded. Had he stolen my item, the police would have done nothing as he is a minor.",1,"2025-02-25","2025-02-25","false","en","Thank you for sharing your concerns. We understand that trust and security are paramount when renting out high-value items, and we appreciate the opportunity to clarify our policies.

Fat Llama allows individuals aged 16 and above to rent items, but with strict limitations. Users under 18 are subject to a rental value cap and must successfully complete our verification process, which includes identity checks and other safeguards to confirm their legitimacy. As always, lenders have full discretion to decline a booking if they are uncomfortable, just as you did in this case. If any concerns arise regarding a particular borrower, we encourage lenders to reach out to our team so we can review the request further.

Regarding your support inquiry, we can see that our team did respond to your chat. We regret if you felt your concerns were not addressed in a timely manner, as we always strive to provide prompt and helpful assistance.

Kind regards,
The Fat Llama-team","https://www.trustpilot.com/reviews/67be1b8b154d2c17afac1e9d","rental","no_human",TRUE
"fatllama","665b1e46e0f77b35f0b46f01","Ed Star","GB","I can only assume these reviews are…","I can only assume these reviews are fake.

This is truly horrendous service, run entirely by clunky algorithm with zero customer service. Having already paid for service I have been unable to pass verification despite proving proof o f payment, official documents (passport and DL), and social media verification.

The information requested exceeds what can be reasonably requested under GDPR , and I expect this is data capture trap as much as it is peer to peer lending service. 

The complaint service is run by a chat bot, which is constitutes a serious breach of statuary/consumer rights. 

I will not only be going to financial ombsuman, but referring this to correct authority for possible data fraud. ",1,"2024-06-01","2024-06-01","false","en","Hi Ed,

Thank you for taking the time to leave this review.

We wanted to let you know that our unique verification system is different to most rental houses, as we do not take a cash deposit - so we manually review some higher value rentals. We're sorry you did not get approved this time round. We do have a dedicated customer service team and multiple emails you can reach out to us on if you needed help with anything. We'd love to see what we could do for you if you wanted to rent again, so please email resolutions@fatllama.com.

Best regards,

The Fat Llama team","https://www.trustpilot.com/reviews/665b1e46e0f77b35f0b46f01","rental","bot;algorithm",TRUE
"fatllama","66449b43ea52ee9f57ecc412","Ordinary Zine","GB","The customer service is awful","The customer service is awful, beware. No phone number - instant red flag. Prepare for all your emails to be ignored or answered by bots (or if they are people, they can’t read and consistently miss the point).  Waited over an hour for live chat and even then they replied and took 20 minutes to continue responding. They never apologised for any inconvenience and honestly it didn’t sound like a real person on the other side of the chat! Sketchy vibes. ",1,"2024-05-15","2024-05-15","false","en","Hi Ordinary Zine, 

I'm sorry to hear that you've experienced difficulties getting support on the platform! As a small team fielding a huge number of account verifications and queries, we are unfortunately not able to offer phone support. However, I'm happy to say that we're currently in the process of training up some additional teammates and undertaking some significant internal changes to be able to offer quicker, more thorough instant chat and email support going forward. I hope you'll give us another chance!

Best, 
The Fat Llama Team","https://www.trustpilot.com/reviews/66449b43ea52ee9f57ecc412","rental","bot;no_human",TRUE
"fatllama","663b1c0df8a89cf1aa9fcbb6","Sinuhe Vazquez","CA","Excellent customer service ","They ask for a lot of information to rent the equipment, it very understandable but if you’re doing it for the first time tal your time it might take a couple of days before the approval. Although they have an excellent customer service! They’re very comprehensive and personalized, when you have a need you actually are talking to humans and not just AI I’m very happy with the experience ",5,"2024-05-08","2024-05-06","false","en","","https://www.trustpilot.com/reviews/663b1c0df8a89cf1aa9fcbb6","rental","ai",TRUE
"fatllama","64116ccfbf368129d9475aca","Alexandre Pierrot","GB","Easy to use as a renter","Easy to use website as a renter. The ID verification is a great feature and allowed me to trust I was renting from a real human. The ability to message lenders before payment for a rental is great too, as you can work out the logistics of a hire before committing your money. I'll definitely keep using the platform.",5,"2023-03-15","2023-03-11","false","en","","https://www.trustpilot.com/reviews/64116ccfbf368129d9475aca","rental","no_human",TRUE
"fatllama","63ee628d414aa60299da2aa6","James Fisher","GB","new low bar for customer service set","In an industry where time is of the essence- these guys set a new low bar for service and support. Highly not recommended
1- The have a verification process that had me alternately laughing and crying. What the f#*k is a ""payslip"" guys? this is an industry of contractors and freelancers, why do i need to show you my confidential business paperwork?
2- While every other rental house in the UK can verify anyone within an hour using their company reg number, a credit rating and and one or two industry references from other rental houses, these guys need two days to read my confidential invoices and tax records.
3- the verification team literally ghosted us multiple times in the days before an important shoot - neither myself nor the lender could get a response for them.
4- they have made themselves uncontactable, no phone number, their help bot only answers pre-formulated FAQ's.
5- when they do decide to email back, its a different person who knows nothing about the case, and asks for documents that you sent through 48 hours ago.",1,"2023-02-16","2023-02-16","false","en","Hi James,

Thank you for taking the time to leave this review. We're sorry that this was not experience you were expecting when using us. We do sometimes require further verification for items of a higher value. Such as asking for employment documentation. We of course know that people who use us are self employed and freelancing, so we offer alternative options when providing proof of employment such as invoices etc. We do not check users credit history when they use Fat Llama, which makes our verification system unique and more accessible to users.

After having a look at this particular matter, it looks as if your emails were sent to someone at Fat Llama who no longer works for the company which is where some confusion may have come from. We also sent emails to you without a response, which may have ended up in your spam/junk folder. If there are any issues in future, please email resolutions@fatllama.com and our team will be more than happy to help.

Best regards,

The Fat Llama Team","https://www.trustpilot.com/reviews/63ee628d414aa60299da2aa6","rental","bot",TRUE
"fatllama","6223561e361b35c36d5e12af","Andrew Murphy","GB","Everything went to plan","Everything went to plan! It would be good to have automatic instructions on how to collect.",5,"2022-03-05",NA,"false","en","","https://www.trustpilot.com/reviews/6223561e361b35c36d5e12af","rental","automated",TRUE
"fatllama","61c064a80430e828ebd8b2f5","Customer","GB","My second attempt to rent was poor also...","I gave a two or three star review the first time I rented. The rental went fine but I could not get the 'first time discount' to work and the 'contact support' process is terrible.

This time because the value of the item was more, they asked for proof of employment. Because I am 67 and retired the system couldn't cope. I went through various emails with customer support ( again an awful experience with long waits and simply automatic replies etc) I could not make the verification process work. The 'Tax return' option is very difficult to make work because a tax return is generally a 15 page document and no one in their right mind would share that amount of personal information. 
I have no confidence ever to use this service again. Sadly it is a great concept but the management are unable to recognise a legitimate renter and clearly clueless about the verification processes and the negative effect this can have on the brand.",1,"2021-12-20",NA,"false","en","Hi there,

Thank you for your time to leave this review. We're very sorry you've had this experience using the platform on this occasion. I hope the resolve we came to directly with you, was sufficient for you and that you will have the confidence to use Fat Llama again. 

Best regards,

The Fat Llama Team","https://www.trustpilot.com/reviews/61c064a80430e828ebd8b2f5","rental","automated;no_human",TRUE
"fatllama","617c0095234f1b1fe56879ea","Joe Heffernan","GB","Big fees to the lender and renter","They charge a lot of fees to the lender and the renter. They are working both sides, why? The screening process is really unnecessary with the facial recognition. HOWEVER, my experience with the actual person lending to me was super great. So, inadvertently I can give the company maybe 3 stars. But that’s just because of my experience with the lender. To be super clear this review absolutely does not reflect upon the lender. Fat Llama: calm down with the fees on both sides.",3,"2021-10-29",NA,"false","en","","https://www.trustpilot.com/reviews/617c0095234f1b1fe56879ea","rental","no_human",TRUE
"fatllama","6148e8e5215cfcced26b6bc1","cosmin popescu","GB","Nasty experience","Nasty experience. You try to rent a thing. They ask for bank statements, passports, utility bills, take videos of yourself to prove it's you. i guess everyone is able to provide this. then they ask for social media accounts. sorry, not everyone is so social to use shady apps. i would rather pay a deposit or insurance. like no one can fake social media accounts. so silly, so stupid",1,"2021-09-20",NA,"false","en","Hi Cosmin,

Thank you for taking the time to leave this review.

Social media can be used to help establish someone’s identity and/or work, which helps to improve their Trustworthy Score so that we can verify the transaction. This is a standard procedure we go through with all borrowers, to make sure we go through the right security processes to protect the lenders items. You can read more about our verification process here: https://intercom.help/fat-llama/en/articles/2465076-why-am-i-being-asked-to-submit-personal-information

Your feedback has been taken on board and we hope you continue to use the platform.

Best regards,

The Fat Llama Team","https://www.trustpilot.com/reviews/6148e8e5215cfcced26b6bc1","rental","no_human",TRUE
"fatllama","5f997e8b5e693f06f873c45a","Adeola Adeola","GB","Avoid! Avoid! Avoid!","They have a very poor cancellation policy. It's a very drawn out process where they make it difficult for you to contact anyone (lots of automation, computer-generated messages). As a result it is a frustrating process, in the end they then refuse to give refunds despite it being clear that no rental has taken place. It is not worth the hassle. Do not bother. Save your money because this company is facilitating scammers and people pretending to offer items which they never intend to rent out. Be careful!",1,"2020-10-28",NA,"false","en","Hi Adeola,

Thank you for taking the time to leave this review.

It looks like this case was resolved in the end and you were given a refund. We're sorry this took longer than usual, this was because we required a case to be open so we could review this fully. You have every right as a borrower to seek compensation if you have not received an item so if you have any issues in future, please don't hesitate to get in touch.

Best regards,

The Fat Llama Team

","https://www.trustpilot.com/reviews/5f997e8b5e693f06f873c45a","rental","automated",TRUE
"fatllama","5f451cc002e85708c8d8785e","Alex Grace","NL","Honest lender review after over a year","Going to keep it short and will write a proper detailed long review once we fully leave the platform. 

Concept is good, when we joined, the platform was great. Now, the little nuisance type issues are:

- App is buggy, slow and pretty much unusable, somehow overheats even an iphone 11 pro (they will respond by saying that they are working on improvements, but thats a lie, it has been like that for at least a year), 
- If you want to use the platform just stick your pc browser, it only bugs out in search every once in a while and in activity page when you try to move past page 1.
- If you are planning on being a lender, expect your items to depreciate, really quick (deep scratches on cameras, dust in sensors, etc etc) Fatllama wont cover it, its wear and tear (read their T&Cs) . 
- 4 out of 5 borrowers will be late to return the kit, they are only on time to collect. 
- When borrowing, people will be rude, people will pop kit into ubers when they cannot be asked to return themselves and not tell you (uber does not have the appropriate insurance btw), they will lose cables and little accessories (doesn't sound like an issue but when replacements cost £10 and it happens once a week, its just an additional cost that fatllama will do absolutely nothing about).
- If something gets broken, you better have video proof just before the rental, because once again, borrowers will just try to say that it was given to them that way. If you can't prove it, fatllama will not do anything.

Now onto the major issues:
- FEES, they've recently increased their fees to 25% each way to both borrower and lender, so if you list something for £100 per day, you get £75, borrower pays £125 (+ getting their own hire out insurnace) and fatllama make £50. They will respond with a link to a blog explaining why they've increased the fees, but as all lenders will agree, changing a line of code to amend how weekly discounting works, does not warrant a 10% fee increase each way. It would be understandable if they actually added features to the platform or made it easier to contact them (they do the opposite of that one, chatbot does everything possible to get you to email them rather than speak to a human being). 

- As mentioned above, kit gets broken, A LOT

- Stuff gets stolen, also A LOT, I want to bring examples from my own and other lender experiences (we all speak to each other) but would rather stay anonymous until the American big daddy competitor gets here near the end of the year. Not going to call them by their name but its a grid to share of sorts. Not gonna get into it, will probably get the review removed.  

- Insurance for lenders is a 50/50, sometimes you get paid, sometimes you dont. Late return fee payments are just like betting on 0 in a roulette wheel, they will try to charge the borrowers bank account once and then pass it onto their security team, which means you will not see the late return fee money.

Anyway, I got bored of trying to not use examples to stay anonymous, will post a full one once we leave the platform in full.",1,"2020-08-25",NA,"false","en","Hi Alex,

Thank you for taking the time to leave this review.

We are sorry you feel this way about the platform after so long, wanted to address some of the issues you have been facing.

- Regarding the app, our product team work hard on fixing the bugs that have been flagged to us. These types of fixes come every few and we hope the next release will have a better usability for you and other users
- Regarding the fee increases, our intention here is not financial gain, however, in order for the business to continue to evolve, we need to make these changes. As mentioned above, we have a number of things we are working on as well as fixing bugs and making the user experience smooth and seamless. Now this is no quick fix, and we greatly appreciate your patience in this time whilst we work on further developments
- In regards to the Lender Guarantee, we do have certain criteria that needs to be met for a lender to be covered. For example, as you mentioned, taking pre rental videos and post rental videos which you can see all of the criteria in our FAQ's. For every case reported, our Resolutions team will do their best to resolve in the fairest way possible.

We thank you for being a loyal customer and hope we can improve our services to your satisfaction so you stay with us. 

If you have any further feedback or concerns, please email resolutions@fatllama.com and we would be happy to discuss.

Best regards,

The Fat Llama Team","https://www.trustpilot.com/reviews/5f451cc002e85708c8d8785e","rental","bot;no_human",TRUE
"fatllama","5ef9f27e7dd753032478e1b5","Aissa Laribi","GB","Trustworthy score in question(updated review)","After having sending all the documents, I have been refused to have access to fatllama because their algorithm consider my profile at risk of non payment, despite not having negative credit score, or previous unpaid bills or loans. I found this experience frustrating and insulting.

Update from July 2020, after the review I have been able to use the service. And overall, the experience was enjoyable.",5,"2020-06-29",NA,"false","en","Hi Aissa,

Thank you for your feedback on this.

Our resolutions team have had a good look into this regarding wrongful deletion, we've emailed you and hope you will choose to use Fat Llama again.

Please have a look out for our email.

Best regards,

The Fat Llama Team","https://www.trustpilot.com/reviews/5ef9f27e7dd753032478e1b5","rental","algorithm",TRUE
"outdoorsy","69ff4fa267528e611670a887","Sixto Joost","US","Well, here's what happened to me","Well, somebody should have told me how to actually complete the rental. I chose an RV, input my dates, received a cost summary but couldn't find a way to actually make the deal. Tried dealing with the WORST AI experience I've ever had (and AI is ra rarely a good experience but dont get me started). After an eternity of trying to make the deal, I was offered a phone number. I called it and met a nice guy who helped me navigate the peculiar procedure used by this company. I had to ""register"" but was never told this on the website; I was directed to messaging the owner who never messaged me back. I put my phone number in the message bc I wanted to arrange to SEE the vehicle in person before I committed 4000 dollars. Two things: at this point I was creating a process based on many experiences of buying and renting stuff on the internet and doing it without any direction from Outdoorsy. Well, somehow I failed.  Then, I got an email: ""you haven't completed rental....""  Against my better judgment, I took the bait. I was offered AI disguised with a human name. Finally, I know what AI is going to do; it's going to make murderers of us all.  Now, after hours of effort, I still have my money but no RV.  Anyone out there willing to rent an RV to a retired attorney with the highest credit rating available, money to burn,and passionately wanting to experience RVing for a couple of weeks?  I'm your guy.",1,"2026-05-09","2026-05-08","false","en","Hi there,

I'm very sorry to hear you had trouble completing your reservation and that your experience with our chat service did not provide the level of support you were looking for. While our AI is designed to handle quick requests, it is certainly not meant to replace human support. If you find that the AI is not meeting your needs, simply type ""live agent"" or ""representative"" in the chat, and you will be connected to a specialist immediately.

Additionally, I'd like to reassure you that our 24/7 Customer Support number, 877-723-7232, is clearly indicated on every page of our website to ensure you can always reach our live support team directly.

I'd love the opportunity to learn more about your experience; however, I'm unable to locate your account with the information available here. Please contact me directly at experience@outdoorsy.com with ""ATTN: DALE"" in the subject line, and I'll be more than happy to assist you with your booking personally.

I look forward to connecting with you. Thank you for taking the time to share your feedback.

Outdoorsy Support","https://www.trustpilot.com/reviews/69ff4fa267528e611670a887","rental","ai",TRUE
"outdoorsy","69eea8c7a1ca2941e0c70d27","James Krickeberg","US","Hosts can cancel at last minute without…","Hosts can cancel at last minute without penalty leaving buyers in a terrible position. Customer service is an AI bot. Awful. Will never use again after this rental. ",2,"2026-04-27","2026-04-25","false","en","Hi James,

We’re really sorry you had to deal with your original booking being canceled, we know that’s never a great experience and can throw a wrench into your plans. While we do everything we can to prevent cancellations, there are times when something unexpected comes up, like in this case where the host’s tow vehicle needed repairs after a prior rental. We completely understand how frustrating that can feel, especially when you’re counting on everything going smoothly. That’s exactly why we have a team dedicated to helping guests through last-minute changes and getting things back on track as quickly as possible. We also take cancellations seriously on the host side, and they can face impacts to their rating along with potential financial penalties.

That said, we’re really glad you were able to find a replacement so quickly, that’s always a relief in situations like this. As for the chat experience, our AI is there to help with quick questions, but it’s definitely not meant to replace a real person. If it ever feels like it’s not getting you where you need to go, just type “live agent” or “representative” and you’ll be connected right away. You can also call our Customer Support team at 877-723-7232 anytime, we’re here 24/7 and always happy to help.

Thanks so much for taking the time to share your experience with us, we really do appreciate it.

Outdoorsy Support","https://www.trustpilot.com/reviews/69eea8c7a1ca2941e0c70d27","rental","ai;bot",TRUE
"outdoorsy","68efd0b7fed3308e5c1a5d46","Matt B.","US","Platform - Great / Roadside Service - Needs Help ","The platform has been great, however I was recently hosting a trip that had an issue in Southern Utah - a heavily traveled area with National Parks - and there was no mobile mechanic available to help diagnose an issue my renter was having as no one has the Mercedez Benz diagnostic tools. 

Considering a majority of Class B rentals on the site are MB Sprinters, I found this very concerning about future rentals and the help that is available to my renters. ",4,"2025-10-15","2025-10-15","true","en","","https://www.trustpilot.com/reviews/68efd0b7fed3308e5c1a5d46","rental","no_human",TRUE
